S1,C'est,le,bateau,que,j'ai,affrété,pour,traverser,l'océan,Atlantique.,,,,Le,maçon,qu'un,stagiaire,assiste,finit,la,chambre,à,coucher.,,,,Les,soldats,que,les,officiers,critiquent,se,sont,battus,vaillament.
S1,C'est,l'escalier,que,les,clients,empruntent,pour,rejoindre,leurs,chambres.,,,,Le,chat,qui,guête,le,moineau,se,prépare,à,bondir.,,,,Le,contrôleur,que,le,juge,soupçonne,est,néanmoins,présumé,innocent.
S1,C'est,l'idée,que,la,photo,lui,a,suggérée,en,s’affichant.,,,,Les,maladies,dangeureuses,que,les,moustiques,véhiculent,en,Afrique,diminuent.,,,,Le,coureur,courageux,qui,s'entraînait,assidûment,a,battu,son,adversaire.
S1,C’est,une,carte,que,le,joueur,cache,dans,sa,poche.,,,,Les,chats,sauvages,que,ce,chien,peureux,craint,prospèrent,ici.,,,,Au,crépuscule,le,lion,roux,que,la,hyène,guette,dort.
S1,Des,garçons,qui,attirent,l'attention,des,filles,font,du,bruit.,,,,Les,draps,propres,qui,sèchent,au,soleil,seront,bientôt,retirés.,,,,Les,vents,très,forts,qui,annoncent,la,saison,froide,augmentent.
S1,La,mobylette,qui,renverse,le,vélo,rouge,n'a,pas,freiné.,,,,Le,festival,que,le,brillant,ténor,inaugure,aujourd'hui,va,commencer.,,,,C'est,la,femme,que,le,pompier,a,sauvée,en,l'abritant.
S1,La,moto,qui,dépasse,le,scooter,s'engage,dans,la,pente.,,,,C'est,sa,grand-mère,que,le,petit,chaperon,rouge,court,visiter.,,,,C’est,une,punition,violente,que,le,professeur,regrette,d'avoir,administrée.
S1,Le,camion,très,pressé,qui,dépasse,la,voiture,accidentée,l'éclabousse.,,,,Au,musée,les,enfants,que,les,parents,grondent,sont,embarrassés,,,,C’est,ce,concert,que,la,chanteuse,rata,en,chantant,faux.
S1,Le,comédien,que,le,public,ému,a,applaudit,était,splendide.,,,,C'est,cette,solution,insensée,qu’elle,exige,d'éliminer,en,décidant,seule.,,,,Les,patrons,qui,perdent,les,ouvriers,les,plus,compétents,dépriment.
S1,L'économie,qui,tourne,au,ralenti,aggrave,le,problème,des,banques.,,,,En,hiver,les,départementales,que,longent,les,autoroutes,dégagées,ferment.,,,,C'est,le,rôti,que,le,chien,convoite,en,le,reniflant.
