3,2,6,7,1,9,2,7,3,6,11,,5.4,,2,6,3,7,7,3,5,7,9,11,,6,,2,4,1,8,5,2,7,2,8,7,,4.6
1,2,4,7,2,7,2,8,4,2,6,,4.4,,3,7,4,9,8,6,3,3,9,10,,6.2,,2,10,8,7,10,3,6,5,8,9,,6.8
2,10,3,6,2,7,7,2,8,3,8,,5.6,,2,5,3,15,3,7,3,10,8,8,,6.4,,5,2,4,3,2,5,8,2,2,10,,4.3
3,9,3,6,2,7,7,2,9,3,9,,5.7,,2,5,3,11,3,7,3,10,10,9,,6.3,,5,2,5,3,2,5,8,2,2,10,,4.4
1,3,7,9,1,7,3,7,2,2,8,,4.9,,2,8,6,2,4,2,2,10,9,10,,5.5,,2,7,3,2,3,9,2,2,9,9,,4.8
2,5,3,5,3,2,6,5,4,2,6,,4.1,,3,5,8,3,2,5,7,6,10,4,,5.3,,2,6,2,4,4,3,2,5,6,5,,3.9
3,7,3,5,3,2,6,5,4,2,7,,4.4,,3,5,8,3,2,5,7,6,11,5,,5.5,,2,7,2,4,4,3,2,6,6,7,,4.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,avg1,avg2,avg3,cond,length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5.2,5.2,4.7,1,5.0333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5.3,5.3,5.4,2,5.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4.9,4.9,4.7,3,4.8333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5.1,5.1,4.3,1,4.8333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.7,4.7,6.3,2,5.2333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5.3,5.3,5.7,3,5.4333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.2,4.2,5.1,1,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.9,4.9,5.8,2,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4.1,4.1,6.9,3,5.0333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5.4,5.4,4.1,1,4.9666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5.7,5.7,4.8,2,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5.4,5.4,5,3,5.2666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.7,4.7,6.2,1,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3.9,3.9,6.7,2,4.8333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5.1,5.1,5,3,5.0666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.3,6.3,5.6,1,6.0666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.6,4.6,4.4,2,4.5333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5.4,5.4,4.6,3,5.1333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.4,4.4,6.8,1,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5.6,5.6,4.3,2,5.1666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5.7,5.7,4.4,3,5.2666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.9,4.9,4.8,1,4.8666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.1,4.1,3.9,2,4.0333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4.4,4.4,4.3,3,4.3666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
