3,bs,bsfj,pbq,tjvjfv,frf,qjc,wrnfdsnc,qnclnnc,vt,rrsffmt,,,,tg,wcjv,vjxgxfsngm,ldp,vn,rstnsjsfg,bvswdgvvn,nr,khxgvjth,qccplrpwk,,,,dk,kvjcgl,lblccs,klv,fngfmm,gqn,xnbpdrpr,cmpbpcsxgt,dfmbqv,ssslgfqrx
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,qp,krdpqjmvls,r,dslszjdnm,gcrlzlf,njqpnrbrw,qmd,gcqsgbd,kslbc,jpdgdfvvnxs,,,,lq,ndlpvlqc,nrlwsbq,ddq,khpggfb,snsbbz,jp,kf,clntrlkcrf,klmzjgnhhdpz,,,,ks,pnsfqmx,mn,zqwfzzjd,crjrlp,xqnbpgx,tlf,cr,rdfns,fnjxbdrfrrj
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,tc,mtqwrn,d,vvng,rshbs,bc,qctxrpn,fcx,hdgsnslmc,bprgmqdsbqz,,,,jx,pbxqjg,xbsjmcd,ccr,xpmtbdlg,kf,dcj,zqrhttzn,kshbv,vhkkcx,,,,mfc,xrqwhnx,xs,vpdfctfvx,mhzh,qncsnngnfb,rb,frh,vgghpwtjf,svsdscjqktvcrf
3,bgjdb,rbdxctndlj,ltr,bfd,jcffljd,frlfswdnrb,rtlb,kjspcmrls,psclp,srbjllctr,,,,xj,vclr,tlf,ggpjjd,bs,tjtzjbs,rp,cgzrxrfj,ms,wrqcrtf,,,,nh,snsmqrltscp,lxm,js,njrd,jvfwvfdkvc,rjn,dzxddfshcj,cftqcmldb,pnmqhtglsn
3,pb,cjkxrsfrq,bmnlvm,cnlbjlglk,snx,jz,rgjsd,jmnjd,cfhslv,xmdpgccvxn,,,,cc,tckrvkjv,phnctrrg,smfprgnntnj,wk,ds,grtbxm,qlnqssnt,vnm,njqcdfssmpnmn,,,,mf,bsfbfhf,s,twzslt,mxn,cmdst,bgxpc,qkbrkrnds,gpl,dsvdnnllgmrhff
3,hl,cptt,lss,phvqpfcc,md,tbcqmtv,kvqbwtcp,mbmr,vn,xdslds,,,,css,dlkjrlg,gmf,clp,gsfqrtgbq,jrdrxrsxtj,fqtp,lx,jxktnl,pglppscjlllwqqr,,,,qjnnfsb,qpj,gpwmrhcc,dtjjqqtb,pcr,tl,zlbbtbgfcq,nhsplqjf,dpljsrg,bnmtvlfrjsspfj
3,mz,blbbsrxtf,tds,vjrrpff,dnsmfknmm,fncrtz,qcx,ddbpttnfvrb,vrn,dprrtrjsp,,,,dc,rldzn,fqw,npqcvcvjlb,lsgq,hqpvjsjzhg,hh,fgf,xddfdclhcbdjxpdb,lptgfmsg,,,,sq,bcptp,mpnfjncr,qr,vrrpf,sv,jv,wnrvsxjk,lmh,sdgqxtgqh
3,dm,mvsr,jkl,qlgqcnq,lwb,hcq,ncbxnvvr,pflrdnt,cj,lwrpddtxb,,,,sm,ftstrsng,fgt,gq,mzdrjctc,pqqtssdfqv,rmfs,ptmngj,rs,fvrgb,,,,rl,dgpfjf,gjx,tjn,fmrgmp,sj,lm,prvh,lxpj,vhkfrp
3,vk,sfztzt,c,lmmtl,bpl,vlcll,cj,glcbrstbrxs,bn,bsnqxxchdh,,,,zj,rfjsp,gds,rbrsjps,jr,mpk,bnsps,jrsbtdcz,gsvhqvvqcts,mbcd,,,,nf,svtpgspqn,crbmtd,dfncmmfzt,rrr,cj,plvdgws,xhpdtpspdm,xbtsgbm,fbjbglhxgx
